,Process variables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,0.326929986,3613.600098,4481,9.343899727,27.08799934,42.75400162,2691.699951,74.7539978,120.3899994,0.347979993,80.28199768,48.74399948,2619.600098,24.33699989,50.38100052,3094,22.89599991,65.76699829,228.6600037,337.1799927,94.72899628,77.14600372,31.51099968,8.989600182,26.125,7.025000095,19.37100029,1.63499999,32.38399887,13.99600029,23.7159996,1.263100028,18.68799973,2.254300117,4.897099972,2.401499987,0.020001,0.863479972,0.096275002,54.36500168,43.43799973,62.90599823,53.11199951,32.23500061,61.18099976,20.97299957,41.6570015,34.40399933,47.41500092,47.29499817,40.36899948,18.32799911
579,0.328020006,3641,4490.799805,9.356699944,27.04500008,42.23300171,2694,75.64099884,120.4100037,0.348040015,80.30699921,48.89400101,2621.199951,25.01000023,49.26699829,3093.399902,23.43700027,65.7559967,228.8099976,337.7600098,94.77799988,77.20600128,31.51099968,8.989600182,26.125,7.025000095,19.37100029,1.63499999,32.38399887,13.99600029,23.7159996,1.263100028,18.68799973,2.254300117,4.897099972,2.401499987,0.020001,0.863479972,0.096275002,54.36500168,43.43799973,62.43500137,52.99399948,32.12799835,60.68700027,21.15200043,41.65100098,34.84400177,44.8370018,47.56200027,40.89799881,17.04500008
580,0.32870999,3632.399902,4448.5,9.376600266,27.13400078,42.7519989,2692.899902,75.01899719,120.3799973,0.350309998,80.22899628,49.84999847,2620.399902,28.04400063,47.85100174,3094,21.9489994,65.77899933,229.9499969,338.0100098,94.84400177,77.11599731,31.95299911,9.035599709,26.15200043,6.981400013,18.6439991,1.676399946,32.42300034,14.01299953,23.63800049,1.498800039,19.21699905,2.228399992,4.84280014,2.347300053,0.021475,0.860729992,0.10424,54.03900146,44.36000061,62.14300156,53.28900146,32.44300079,62.00299835,21.28300095,42.05099869,37.6590004,41.56000137,47.8409996,40.40800095,20.59199905
581,0.328669995,3616.100098,4489.600098,9.382499695,26.74300003,42.28499985,2695.800049,74.15399933,120.4100037,0.349550009,80.40899658,50.03699875,2624.699951,25.97800064,49.93799973,3095.699951,22.8239994,65.8030014,233.7899933,338.4400024,94.73600006,77.68499756,31.95299911,9.035599709,26.15200043,6.981400013,18.6439991,1.676399946,32.42300034,14.01299953,23.63800049,1.498800039,19.21699905,2.228399992,4.84280014,2.347300053,0.021475,0.860729992,0.10424,54.03900146,44.36000061,62.42399979,52.79800034,32.4469986,61.35100174,21.41600037,42.14300156,38.20899963,46.38999939,47.82300186,40.46699905,18.46800041
582,0.293179989,3626.300049,4483.899902,9.182200432,27.01499939,42.17599869,2697.899902,74.89900208,120.4000015,0.353769988,80.44999695,48.125,2626.199951,26.08699989,52.64799881,3098.199951,23.49200058,65.86799622,230.6199951,338.6700134,94.74099731,77.48600006,31.8920002,9.115699768,25.65099907,7.004600048,19.09600067,1.670400023,32.625,13.97200012,23.77199936,1.4454,18.95199966,2.22149992,4.892300129,2.301000118,0.021475,0.860729992,0.10424,54.03900146,44.36000061,62.51599884,54.61199951,28.47299957,64.31099701,21.70599937,42.34199905,32.58300018,52.66199875,48.42300034,40.31499863,16.87700081
583,0.292079985,3638.899902,4546.700195,9.390199661,26.93199921,42.38000107,2700.5,73.86699677,120.4300003,0.353929996,80.5019989,49.51699829,2628.800049,23.17300034,50.14500046,3098.100098,22.50399971,65.94499969,235.9199982,339.4500122,94.69300079,77.33899689,31.8920002,9.115699768,25.65099907,7.004600048,19.09600067,1.670400023,32.625,13.97200012,23.77199936,1.4454,18.95199966,2.22149992,4.892300129,2.301000118,0.021475,0.860729992,0.10424,54.03900146,44.36000061,62.29899979,53.86000061,28.58099937,60.38600159,21.68700027,42.32300186,36.67699814,46.86999893,48.26599884,41.21500015,19.22100067
584,0.300720006,3638.899902,4487.5,9.321800232,26.89500046,42.17399979,2698.199951,74.84600067,120.3899994,0.352149993,80.27700043,49.75099945,2626.399902,25.88500023,48.66999817,3098.199951,22.27499962,65.95999908,234.1499939,339.6799927,94.68000031,77.25299835,31.77799988,8.883600235,26.20499992,6.811699867,19.27300072,1.637199998,32.68399811,13.80700016,23.55500031,1.294499993,18.96999931,2.275399923,4.909999847,2.381500006,0.021475,0.860729992,0.10424,54.03900146,44.36000061,61.99000168,53.44300079,29.42499924,61.29499817,21.60700035,41.70399857,37.36800003,43.45600128,48.74100113,40.73699951,19.77700043
585,0.298159987,3598.699951,4451.5,9.362400055,27.1079998,42.24499893,2699.199951,74.57099915,120.4000015,0.351559997,80.23500061,49.1230011,2628.5,25.47200012,49.25299835,3097.600098,23.24200058,65.93199921,237.3600006,340.2399902,94.76599884,77.14700317,31.77799988,8.883600235,26.20499992,6.811699867,19.27300072,1.637199998,32.68399811,13.80700016,23.55500031,1.294499993,18.96999931,2.275399923,4.909999847,2.381500006,0.027146,0.854269981,0.102240004,52.99399948,43.34799957,62.68299866,53.875,29.67700005,61.22900009,22.12999916,41.77500153,35.52000046,44.80500031,48.74900055,40.98300171,17.49699974
586,0.312700003,3677.100098,4440.100098,9.361200333,26.43499947,42.37900162,2700.600098,75.08300018,120.4100037,0.330830008,80.1210022,49.88000107,2628.899902,26.31299973,50.60400009,3099.5,21.9470005,65.88700104,236.2899933,340.6000061,94.5530014,77.10900116,32.68600082,8.823699951,26.15999985,6.744400024,19.26000023,1.653900027,32.96900177,13.94400024,23.92499924,1.451900005,19.03700066,2.280400038,4.827799797,2.319700003,0.027146,0.854269981,0.102240004,52.99399948,43.34799957,63.00099945,53.50799942,31.13999939,62.01100159,21.71100044,39.98400116,37.74700165,47.93099976,49.15399933,40.61600113,20.57900047
587,0.315140009,3677.5,4456.799805,9.258799553,26.87199974,42.04399872,2700.300049,74.95600128,120.4199982,0.334529996,79.98000336,49.68299866,2628.699951,25.83799934,50.00999832,3098.100098,23.87199974,65.90399933,236.1900024,341.0499878,94.66000366,77.05000305,32.68600082,8.823699951,26.15999985,6.744400024,19.26000023,1.653900027,32.96900177,13.94400024,23.92499924,1.451900005,19.03700066,2.280400038,4.827799797,2.319700003,0.027146,0.854269981,0.102240004,52.99399948,43.34799957,62.99399948,53.30799866,30.89900017,61.01399994,21.88800049,39.5320015,37.16799927,46.55799866,49.47200012,41.58300018,16.03100014
588,0.227709994,3683.300049,4475.899902,9.461600304,26.60700035,42.47299957,2700.800049,74.80599976,120.4400024,0.347750008,80.19599915,50.30699921,2629.100098,23.18700027,48.55099869,3097.600098,23.5340004,65.89800262,238.8800049,341.1799927,94.50900269,77.8259964,32.32300186,8.883600235,26.00200081,6.921999931,18.93199921,1.659700036,32.67599869,13.94999981,23.37800026,1.277799964,18.99099922,2.280800104,4.855199814,2.303200006,0.027146,0.854269981,0.102240004,52.99399948,43.34799957,63.58300018,53.02899933,22.13299942,62.18799973,22.07999992,41.65299988,39.00400162,43.18000031,49.54299927,41.38700104,16.7670002
589,0.226229995,3677.5,4468.799805,9.387700081,27.11700058,42.49700165,2700.600098,74.44999695,120.4199982,0.347600013,80.37200165,49.72600174,2628.899902,25.2859993,49.1969986,3098.399902,22.72999954,66.0039978,239.1799927,340.9700012,94.58000183,77.53099823,32.32300186,8.883600235,26.00200081,6.921999931,18.93199921,1.659700036,32.67599869,13.94999981,23.37800026,1.277799964,18.99099922,2.280800104,4.855199814,2.303200006,0.027146,0.854269981,0.102240004,52.99399948,43.34799957,63.68299866,53.11299896,22.27799988,61.32799911,21.81500053,41.67100143,37.29399872,44.67599869,49.81700134,41.35300064,18.66500092
590,0.256139994,3617.300049,4489.899902,9.40019989,26.82799911,42.38299942,2700.5,74.88600159,120.4100037,0.345539987,80.51799774,49.40200043,2629,25.01199913,51.02600098,3098.5,22.66600037,66.10800171,239.8699951,341.5799866,94.35299683,77.45800018,32.60200119,8.903800011,25.9279995,6.780700207,18.66300011,1.662400007,33.13700104,13.77600002,23.70899963,1.365700006,18.86199951,2.297499895,4.77120018,2.274699926,0.020679999,0.866150022,0.087912001,53.02299881,44.73400116,63.20600128,53.61199951,25.59600067,60.30500031,21.86000061,42.28300095,36.3409996,48.90800095,49.9280014,40.68600082,18.8029995
591,0.259420007,3658.600098,4501.299805,9.356300354,27.12700081,42.31200027,2698.800049,74.93000031,120.4000015,0.348710001,80.28900146,50.01200104,2627.600098,24.87100029,50.36700058,3097.899902,22.81399918,66.1760025,238.6900024,341.0799866,94.73300171,77.05999756,32.60200119,8.903800011,25.9279995,6.780700207,18.66300011,1.662400007,33.13700104,13.77600002,23.70899963,1.365700006,18.86199951,2.297499895,4.77120018,2.274699926,0.020679999,0.866150022,0.087912001,53.02299881,44.73400116,62.49599838,53.47600174,25.27300072,61.25999832,22.00900078,41.89599991,38.13499832,47.38299942,50.27399826,40.88899994,18.4810009
592,0.228569999,3655.100098,4518.100098,9.456899643,27.12400055,42.06299973,2698.600098,75.16300201,120.4000015,0.331519991,80.13300323,51.22499847,2627.100098,24.79000092,49.37400055,3096.399902,22.93300056,66.15000153,240.7899933,341.3299866,94.52899933,77.06999969,31.80500031,9.027500153,26.21999931,6.883100033,18.53499985,1.601699948,33.19499969,13.86600018,23.62700081,1.155400038,18.5359993,2.26880002,4.968900204,2.323499918,0.020679999,0.866150022,0.087912001,53.02299881,44.73400116,63.82300186,53.93099976,22.4489994,60.76100159,22.12000084,39.37900162,41.70600128,45.08399963,50.33000183,41.39899826,18.19599915
593,0.228139997,3668.5,4556.299805,9.347200394,26.7310009,42.39300156,2698.399902,74.59300232,120.4199982,0.333759993,80.0490036,49.23099899,2627,25.61000061,50.07799911,3096.600098,22.88899994,66.13500214,241.1799927,341.4599915,94.53800201,76.90499878,31.80500031,9.027500153,26.21999931,6.883100033,18.53499985,1.601699948,33.19499969,13.86600018,23.62700081,1.155400038,18.5359993,2.26880002,4.968900204,2.323499918,0.020679999,0.866150022,0.087912001,53.02299881,44.73400116,63.5929985,53.47399902,22.49200058,59.9659996,21.84399986,39.10599899,35.83800125,46.7140007,50.54000092,41.37200165,18.32999992
594,0.306140006,3664.5,4528.899902,9.460399628,26.86800003,42.4109993,2699.600098,75.09300232,120.3799973,0.338910013,80.02200317,48.18199921,2627.600098,25.18899918,50.4980011,3098.300049,22.47200012,66.09600067,242.4199982,341.4700012,94.54799652,77.25499725,32.54600143,9.010299683,26.0909996,6.835999966,18.67300034,1.646399975,32.8219986,13.67199993,23.64500046,1.210399985,18.69799995,2.312999964,4.879000187,2.344799995,0.020679999,0.866150022,0.087912001,53.02299881,44.73400116,62.81200027,54.14699936,29.94499969,60.74000168,21.83499908,40.88700104,32.75,47.68600082,50.6780014,40.81399918,19.3010006
595,0.303290009,3667.800049,4491.100098,9.453700066,27.41399956,42.63000107,2701.699951,74.70300293,120.4300003,0.343340009,80.06099701,49.82099915,2630.899902,26.97599983,51.27899933,3099.600098,22.46999931,66.11100006,243.7599945,341.5100098,94.51399994,77.39600372,32.54600143,9.010299683,26.0909996,6.835999966,18.67300034,1.646399975,32.8219986,13.67199993,23.64500046,1.210399985,18.69799995,2.312999964,4.879000187,2.344799995,0.021795999,0.855260015,0.10413,54.41199875,43.57500076,62.75400162,54.59899902,30.22500038,61.02099991,22.33300018,40.34700012,37.5719986,49.49399948,51.15200043,42.18899918,19.3010006
596,0.23635,3677.899902,4504.700195,9.420399666,26.90299988,42.23899841,2707.5,73.55400085,120.4100037,0.316509992,80.50499725,50.19599915,2637.600098,25.86700058,50.83399963,3101.600098,22.22299957,66.19100189,243.8800049,342.480011,94.45600128,77.63899994,31.63599968,8.995400429,26.0909996,6.90749979,19.13899994,1.673699975,33.00099945,13.76799965,23.78000069,1.257099986,18.75499916,2.269900084,4.833899975,2.300299883,0.021795999,0.855260015,0.10413,54.41199875,43.57500076,63.01499939,54.12599945,22.74200058,63.40299988,22.95499992,38.36199951,38.67599869,48.46500015,51.5320015,41.82600021,19.8409996
597,0.234599993,3645.800049,4482.200195,9.368100166,26.85199928,42.72299957,2706.100098,75.22000122,120.3899994,0.320630014,80.40399933,49.97600174,2635.199951,24.24399948,49.01399994,3102.899902,23.59900093,66.33100128,246.4700012,342.1799927,94.37400055,77.42199707,31.63599968,8.995400429,26.0909996,6.90749979,19.13899994,1.673699975,33.00099945,13.76799965,23.78000069,1.257099986,18.75499916,2.269900084,4.833899975,2.300299883,0.021795999,0.855260015,0.10413,54.41199875,43.57500076,63.56800079,54.39599991,22.91399956,62.88999939,22.24699974,37.85900116,38.02999878,44.2519989,51.68500137,41.2179985,16.56599998
598,0.320300013,3631.600098,4441.600098,9.298800468,26.80699921,42.47700119,2706.199951,74.31900024,120.4000015,0.32971999,80.29699707,48.64500046,2635.100098,24.82600021,50.61000061,3104.300049,22.20800018,66.37400055,248.4299927,341.9400024,94.47499847,77.36499786,32.03900146,8.94149971,26.46999931,6.837600231,18.90800095,1.699900031,32.95199966,13.83600044,23.53100014,1.215299964,18.75900078,2.259799957,4.771100044,2.287199974,0.021795999,0.855260015,0.10413,54.41199875,43.57500076,63.19300079,53.71500015,31.98999977,61.96099854,21.95899963,39.15000153,34.11100006,47.94499969,51.89500046,41.7859993,19.86499977
599,0.323630005,3655.800049,4435.700195,9.496199608,26.72699928,41.98199844,2705.600098,74.27600098,120.3899994,0.331279993,80.12599945,49.18600082,2634,24.38500023,51.29800034,3102.699951,22.99300003,66.39900208,248.7299957,342.5400085,94.50299835,77.27400208,32.03900146,8.94149971,26.46999931,6.837600231,18.90800095,1.699900031,32.95199966,13.83600044,23.53100014,1.215299964,18.75900078,2.259799957,4.771100044,2.287199974,0.021795999,0.855260015,0.10413,54.41199875,43.57500076,62.77799988,53.7859993,31.66200066,61.54399872,22.26199913,38.95899963,35.70299911,49.5379982,52.25400162,41.72800064,18.01199913
600,0.287660003,3668.100098,4485.200195,9.396499634,26.96500015,42.5719986,2705.600098,74.93800354,120.4100037,0.334120005,79.98200226,48.97100067,2634.199951,25.18300056,49.07300186,3102.199951,23.25,66.38200378,249.9900055,343.6600037,94.55000305,76.8219986,32.31700134,8.822699547,26.53199959,6.932199955,18.7670002,1.671000004,32.88800049,13.85700035,23.64800072,1.188500047,18.58300018,2.235800028,4.912199974,2.375299931,0.033188,0.821169972,0.123599999,53.15299988,43.02899933,63.18899918,53.71900177,28.25300026,60.81000137,22.37800026,40.40499878,35.07099915,44.38899994,52.29399872,41.74300003,17.44400024
601,0.28757,3632.800049,4479.5,9.431799889,26.94599915,42.17200089,2704.300049,74.5059967,120.3799973,0.341109991,79.65799713,50.0019989,2632.399902,25.5909996,50.76399994,3099.800049,23.81399918,66.30799866,250.8200073,343.5,94.53700256,76.78900146,32.31700134,8.822699547,26.53199959,6.932199955,18.7670002,1.671000004,32.88800049,13.85700035,23.64800072,1.188500047,18.58300018,2.235800028,4.912199974,2.375299931,0.033188,0.821169972,0.123599999,53.15299988,43.02899933,63.79600143,53.78699875,28.26099968,60.96699905,22.64999962,39.55199814,38.10599899,48.3030014,52.50899887,40.47600174,16.13999939
602,0.263619989,3657.699951,4531.5,9.342599869,26.93400002,42.32300186,2704.300049,74.98999786,120.4000015,0.340640008,79.67700195,48.60599899,2633.800049,24.97599983,49.66500092,3099.399902,23.50399971,66.25900269,252.1699982,344.1700134,94.65499878,77.26599884,32.29199982,8.974900246,25.95899963,6.734000206,18.78199959,1.673499942,33.08100128,13.75199986,24.09399986,1.111999989,18.24500084,2.272599936,4.83920002,2.235199928,0.033188,0.821169972,0.123599999,53.15299988,43.02899933,62.5340004,53.5,25.34300041,62.70399857,22.75099945,40.22100067,33.99900055,45.75899887,52.68000031,41.04100037,16.8560009
603,0.259160012,3623.300049,4502.200195,9.447999954,26.82299995,42.125,2709.699951,74.65799713,120.3799973,0.338070005,80.14800262,50.36100006,2639.399902,24.5739994,50.74300003,3102.800049,23.39800072,66.32800293,251.6600037,343.8999939,94.53600311,77.75099945,32.29199982,8.974900246,25.95899963,6.734000206,18.78199959,1.673499942,33.08100128,13.75199986,24.09399986,1.111999989,18.24500084,2.272599936,4.83920002,2.235199928,0.033188,0.821169972,0.123599999,53.15299988,43.02899933,63.1269989,53.85100174,25.78100014,59.39599991,22.89900017,40.53499985,39.1609993,48.25299835,53.01100159,40.81499863,17.04500008
604,0.26128,3731.899902,4495.299805,9.376399994,26.9659996,42.19900131,2712.800049,75.0510025,120.4199982,0.328079998,80.43199921,48.01399994,2643.100098,23.1439991,50.80599976,3107.600098,22.3939991,66.45800018,251.3699951,344.2399902,94.43800354,77.53199768,32.65200043,8.91740036,26.4109993,6.92110014,18.90200043,1.642099977,33.29600143,13.71700001,23.73399925,1.10010004,18.03199959,2.288800001,4.82159996,2.231300116,0.033188,0.821169972,0.123599999,53.15299988,43.02899933,63.04299927,53.89699936,25.81399918,59.91699982,23.06800079,38.90000153,32.25600052,48.39799881,53.31399918,41.85699844,19.40200043
605,0.263179988,3707.199951,4488.5,9.378899574,26.97599983,42.75400162,2708.899902,74.83100128,120.4100037,0.326359987,80.09899902,49.36999893,2637.699951,23.83600044,51.00099945,3105.5,21.8239994,66.5530014,250.6900024,343.9100037,94.27799988,77.34300232,32.65200043,8.91740036,26.4109993,6.92110014,18.90200043,1.642099977,33.29600143,13.71700001,23.73399925,1.10010004,18.03199959,2.288800001,4.82159996,2.231300116,0.018913001,0.817420006,0.10464,52.97999954,43.91400146,63.46699905,53.97900009,25.62599945,61.6230011,22.55900002,39.10900116,36.24499893,48.85100174,52.77999878,41.25999832,20.77499962
606,0.223890007,3642.699951,4491,9.480699539,26.8390007,42.79000092,2707.100098,75.35700226,120.4100037,0.324360013,79.95400238,51.00999832,2636.5,24.5720005,48.8390007,3102.899902,22.25399971,66.5,250.6699982,344.269989,94.4980011,77.13700104,32.75299835,8.894100189,26.49300003,6.806300163,18.32600021,1.642699957,33.4280014,13.89299965,24.14500046,1.237699986,18.06800079,2.270900011,4.859000206,2.292900085,0.018913001,0.817420006,0.10464,52.97999954,43.91400146,62.98699951,53.64300156,22.06399918,59.06700134,22.8390007,38.27899933,41.07300186,43.84700012,52.68500137,41.05400085,19.77000046
607,0.223230004,3666.5,4436.600098,9.308899879,26.79299927,42.43999863,2706.899902,74.71299744,120.4000015,0.321559995,79.82700348,51.04199982,2636,23.52599907,51.22900009,3100.399902,23.05400085,66.44200134,248.3399963,344.8699951,94.52700043,77.23000336,32.75299835,8.894100189,26.49300003,6.806300163,18.32600021,1.642699957,33.4280014,13.89299965,24.14500046,1.237699986,18.06800079,2.270900011,4.859000206,2.292900085,0.018913001,0.817420006,0.10464,52.97999954,43.91400146,62.57899857,54.29399872,22.12899971,64.26000214,22.90800095,38.62099838,41.16600037,49.3769989,52.79600143,41.45500183,17.87299919
